row,age,fnlwgt,educational-num,capital-gain,capital-loss,hours-per-week,workclass,marital-status,race,Male,native-country,>50K
374,34,198813,9,0,0,45,0,0,1,1,1,0
375,40,187294,9,0,0,40,0,1,1,1,1,1
376,28,302903,13,0,1485,40,0,1,0,0,1,0
377,24,154835,9,0,0,40,0,0,0,0,0,0
379,23,100345,9,0,0,15,0,0,1,1,1,0
380,43,126320,9,0,0,40,0,1,0,1,1,1
381,26,142226,13,0,0,40,0,0,1,0,1,0
382,58,112076,16,0,1485,35,0,1,1,0,1,1
383,52,225339,9,0,0,35,0,0,0,0,1,0
384,29,211208,7,0,0,99,0,1,1,1,1,1
385,47,200808,7,0,0,35,0,1,1,1,0,0
386,49,220618,9,0,0,37,0,0,0,0,1,0
387,40,210493,7,0,0,40,0,0,1,0,1,0
388,62,369734,9,0,0,40,0,1,1,0,1,0
389,49,27898,9,0,1977,55,0,1,1,1,1,1
390,50,138193,13,0,0,50,0,0,1,0,1,1
391,31,224234,9,0,0,40,0,0,0,1,1,0
392,48,188741,14,0,0,50,1,0,1,0,1,0
393,24,183772,9,0,0,40,0,0,1,0,1,0
395,37,79586,9,0,0,60,0,0,0,1,1,0
396,45,355781,13,0,0,45,0,1,0,1,0,1
398,36,116358,14,0,0,45,0,1,0,1,0,0
399,45,59287,13,0,0,40,0,1,1,1,1,0
400,41,138868,13,0,0,40,0,0,1,0,1,0
401,26,185885,12,0,0,20,0,0,1,0,1,0
402,17,40299,7,0,0,25,0,0,1,0,1,0
404,43,51494,9,0,0,65,0,1,1,1,1,0
405,35,179481,9,0,0,55,0,0,1,1,1,0
406,38,365907,13,0,0,40,0,0,1,0,1,0
407,26,284343,9,0,0,40,0,0,1,1,1,0
408,28,204862,10,0,0,40,0,0,1,0,1,0
409,38,272476,13,0,0,24,0,1,1,0,1,1
410,36,175130,7,0,0,40,0,0,1,0,1,0
411,33,118941,9,0,0,40,0,1,1,0,1,1
412,19,164339,9,1055,0,70,0,0,1,1,1,0
414,42,55457,6,0,0,40,1,1,1,1,0,0
415,50,280292,6,0,0,40,0,1,1,1,1,1
416,30,446894,9,0,0,30,0,1,1,1,1,0
417,37,67083,10,0,0,40,1,1,0,1,0,0
418,54,159219,15,99999,0,40,0,1,1,1,1,1
419,52,168539,13,0,0,40,0,0,1,1,1,0
421,33,150309,9,0,0,40,0,0,1,0,1,0
422,25,122999,10,0,0,40,0,0,1,1,1,0
423,24,302195,13,0,0,45,0,0,1,1,1,0
424,26,210982,11,114,0,40,0,0,0,0,1,0
425,39,177140,9,0,0,40,0,0,1,1,1,1
426,59,113838,9,0,0,40,0,0,1,0,1,0
427,29,97165,10,0,0,40,0,0,1,0,1,0
428,47,104301,7,0,0,45,0,0,1,0,1,0
430,64,115931,9,0,0,50,0,1,1,1,1,0
431,21,147280,9,0,0,20,0,0,0,1,1,0
432,32,185433,10,0,0,40,0,1,0,0,1,1
433,26,599057,9,0,0,37,0,0,0,0,1,0
435,62,71467,14,0,0,40,0,1,1,1,1,0
436,32,183977,13,0,0,55,0,1,1,1,1,1
438,45,196858,9,0,0,60,0,1,1,1,1,0
439,31,160594,13,0,1887,50,0,1,1,1,1,1
440,32,65278,9,2580,0,40,0,1,1,1,1,0
441,24,102258,13,0,0,40,0,1,1,1,1,0
442,25,196947,13,0,0,40,0,0,1,0,1,0
443,41,233150,9,0,0,60,0,1,1,1,1,0
444,18,42857,10,0,0,20,0,0,1,0,1,0
445,44,118059,16,0,0,55,0,1,1,1,1,1
446,40,169262,10,3411,0,50,0,1,1,1,1,0
447,27,95108,13,0,0,40,0,0,1,1,1,0
448,23,161092,13,0,0,40,0,0,1,1,1,0
449,21,345253,10,2174,0,40,0,0,0,1,1,0
450,37,111275,9,0,0,40,1,1,1,1,1,0
451,65,178878,9,0,0,48,0,1,1,1,1,0
452,43,157237,14,0,0,40,1,1,1,1,1,1
453,45,155664,9,0,0,44,0,0,1,1,1,0
454,24,322658,13,0,0,40,1,0,1,0,1,0
455,24,208503,10,0,0,42,0,0,1,1,1,0
456,19,223326,10,0,1721,35,1,0,1,1,1,0
457,37,20308,13,0,0,65,0,1,1,1,1,1
458,24,124751,9,0,0,35,0,0,1,0,1,0
459,34,113364,10,0,0,40,0,1,1,1,0,0
460,50,196900,9,0,0,39,1,1,1,0,1,0
461,36,168170,9,0,0,40,0,1,1,1,0,0
462,39,205338,13,0,0,60,0,1,1,1,1,0
463,44,98806,4,0,0,38,0,1,1,1,1,0
464,45,226452,9,0,0,40,1,1,1,1,1,0
465,32,479179,7,0,0,40,1,0,1,1,1,0
466,47,471990,14,0,0,40,1,1,0,1,1,1
467,50,44728,9,0,0,40,0,1,1,1,1,0
468,32,33117,11,0,0,40,0,1,1,1,1,0
469,19,264876,9,0,0,40,0,0,1,1,1,0
472,28,193122,9,0,0,50,0,0,1,1,1,0
473,39,149347,14,0,0,40,1,0,1,1,0,1
474,21,129172,10,2907,0,40,0,0,1,1,1,0
475,73,151255,10,0,0,75,0,0,1,0,1,0
476,39,98886,4,4508,0,40,0,1,1,1,0,0
477,25,238673,10,0,0,40,0,0,1,1,1,0
478,31,137991,10,0,0,20,0,1,1,0,1,0
479,51,85942,10,0,0,32,0,0,1,0,1,0
480,39,85783,13,0,0,28,0,1,1,0,1,0
481,31,174789,13,0,0,40,0,0,1,1,1,0
482,21,457162,10,0,0,17,0,0,0,1,1,0
483,46,176026,13,27828,0,50,0,0,1,1,1,1
484,73,88594,9,0,0,35,0,0,1,0,1,0
485,41,311101,9,0,0,40,0,0,1,1,1,0
486,20,273989,9,0,0,40,0,0,1,1,1,0
487,27,370242,12,0,0,30,0,0,1,1,1,0
488,24,194630,13,0,0,35,0,0,1,1,1,0
489,20,313817,10,0,0,40,0,1,1,1,1,0
490,39,195843,11,0,0,40,0,0,1,1,1,0
491,27,203160,13,0,0,28,0,0,1,1,1,0
492,33,175856,7,0,0,60,0,1,1,1,1,0
493,33,75435,9,0,0,40,0,1,0,1,1,0
494,36,291676,5,0,0,40,1,1,0,1,1,0
495,55,192869,10,0,0,36,0,1,1,1,1,0
496,19,124464,10,0,0,40,0,0,1,1,1,0
497,35,98776,9,0,0,60,0,0,1,1,1,0
498,34,107960,3,0,0,40,0,0,0,1,0,0
499,62,312286,15,0,0,35,1,0,1,0,1,0
500,33,48520,10,0,0,40,0,1,1,1,1,1
501,39,224541,5,4386,0,55,0,1,1,1,0,0
502,36,237713,10,0,0,40,1,1,1,1,1,0
503,41,309990,13,0,0,33,0,0,1,0,1,0
504,39,37019,9,0,0,60,0,1,1,1,1,0
506,18,170183,9,0,0,10,0,0,1,0,1,0
507,61,142988,10,15024,0,45,0,1,1,1,1,1
508,20,163205,11,0,0,36,1,0,1,0,1,0
509,35,455379,9,0,0,65,0,1,1,1,1,1
510,27,104423,9,0,0,40,0,0,1,1,1,0
511,66,104936,6,0,0,38,0,0,1,0,1,0
512,21,542610,9,0,0,40,0,0,0,1,1,0
513,20,208117,10,0,0,18,0,0,1,0,1,0
514,34,105141,10,0,0,40,0,0,1,1,1,0
517,31,213339,9,0,0,40,0,0,1,0,1,0
518,41,177989,16,0,2051,60,0,1,1,1,1,0
519,64,107732,2,0,0,45,1,1,0,1,0,0
520,32,312403,13,0,0,40,0,0,1,0,1,0
521,30,176992,9,0,0,50,1,1,1,1,1,1
522,36,84294,13,0,0,72,0,1,1,1,1,0
523,22,143062,10,0,0,12,0,0,1,1,1,0
524,53,139671,10,0,0,50,1,1,1,1,1,0
525,50,116814,9,0,0,40,0,0,0,0,1,0
526,36,37778,13,0,0,40,0,1,1,1,1,0
527,41,240900,7,0,0,40,0,1,1,1,1,0
528,55,202652,13,0,0,35,0,0,1,0,1,0
529,38,52187,13,15024,0,50,0,1,1,1,1,1
530,28,349751,13,2174,0,50,0,0,0,1,1,0
531,24,238384,13,0,0,37,1,0,1,0,1,0
532,60,209844,10,0,0,40,0,0,1,0,1,0
533,54,333301,6,0,0,40,0,1,0,1,1,0
534,27,214974,9,0,0,60,0,1,1,1,1,0
535,30,113453,14,0,0,30,0,1,1,0,1,0
536,54,162238,9,0,0,45,0,0,1,1,1,0
537,44,98779,10,5178,0,40,0,1,1,1,1,1
538,52,165001,9,0,0,60,0,1,1,1,1,1
539,18,78528,7,0,0,20,0,0,1,1,1,0
540,55,353881,4,0,0,50,0,1,1,1,1,0
541,35,251396,13,0,0,50,0,1,1,1,1,1
542,37,178100,13,0,0,40,0,0,1,0,1,1
543,22,416165,10,0,0,40,0,0,1,0,1,0
544,45,177536,13,0,0,45,0,1,1,1,0,1
545,38,203717,13,0,0,60,0,1,1,1,1,0
546,48,107231,13,0,0,40,0,1,1,1,1,0
547,35,106448,11,0,0,40,0,1,1,1,1,0
548,21,196816,11,0,0,50,0,1,1,1,1,0
549,37,191342,9,0,0,60,0,1,0,1,0,1
550,18,170194,7,0,0,25,0,0,1,1,1,0
551,26,113587,6,0,0,35,0,0,1,1,1,0
552,48,72425,13,0,0,50,0,1,1,1,1,0
553,51,217480,10,8614,0,40,0,0,0,1,1,1
